text,label
有所小成,2
车头前面沙子一样的气氛灯真垃圾停车就像开远光灯一样垃圾车,0
NGP状态下遇到鬼探头,0
按照以前新车节奏P7应该在11月上旬发布9月上旬预热按道理8月下旬就应该预热了应该是MONA刚发布给MONA一点展示时间其实看得出来MONA是急匆匆的就上市发布了大概就是给P7腾出点时间,0
挣扎了半年最终还是选择了X9,0
有没有像我一样很喜欢这车但是买不起但经常来车友圈看看的有没有像我很喜欢这车的,2
各位老板北京现在什么价格了去哪个4S店最合适,1
看到没人才来结果来到还剩3个桩过一会直接满而且还有好几台小鹏在排队来晚两分钟连汤都喝不上捂脸不充满都对不住自己捂脸毕竟都是小鹏的免费电捂脸充电充电充电,0
垃圾小鹏这个月置换补贴少了5000轮毂半价没了变相涨价8000别人降价它涨价不买了看极氪小鹏X9涨价,0
你们X9改地板了吗会不会失去保修求拉车友群,0
我的江铃新能源APP中的行车日志这两天没有记录我给客服打电话说是有一批车主都有这个问题需要一段时间修复大家的行车日志有没有更新呢,0
国内微型车为什么清一色都是电车捂脸骗补贴,0
看到一个帖子一个普通消费者去成都车展试乘2025梦想家时出现了危险一幕她在副驾驶体验时中排有人按了零重力模式在完全没有提示的情况副驾驶按照程序往前收缩把她挤在那里非常危险我记得很多车都有零重力但是应该有前后排感应如果有人的话是不能使用的这算不算BUG,0
我这现在库存车优惠加起来4W没有旧车可以置换上个没有空悬的咋样,0
这车停产了么整天冷冷清清的没一点动态,0
走不快但是倔,0
帝豪S自动大灯没反应了啥情况啊兄弟们有这种情况吗晚上没反应,0
哥们防冻液多久换合适手册上是两年,1
库里南有亚迪唐好开吗,0
一直在慢慢的给爱车升级实用的配置分享一个自己开发的无损安装流媒体的方案供大家参考开拓者无损安装流媒体,2
可以改自动驻车吗,1
我想问一下这玩意跟大众途昂X那个油耗高,0
挑战最高油耗,0
绞牙这姿态还行吗,0
别克微蓝62022款的518续航2年的车7万公里现充满电只有460公里了最可气的是驱动电机也坏了厂家也不能及时发配件目前进4S已经一个星期也还没任何信息打厂家售后也没明确答复最终就是一句话等配件到了会通知的不知等到何年马月,0
总里程738速度110120出发表显续航里程346电量81抵达续航里程230电量552024430高速实测油耗,1
小低趴就是帅,2
微蓝6纯电2024款这个黄灯是怎么回事打电话给别克说这个是系统故障灯发动机防盗问了什么情况会造成这个灯亮的支支吾吾说不清只说这个要到店检测然后4S回复更加简单直接说要到店检测还说从来没见过这个灯,0
左脚踏板短斜放放不下一只脚怎么办感觉不舒服真不知道怎么设计的,0
有没有车主改装升级过微蓝六的隔音我在网上买的隔音条用了一天就全部撕下来了那个隔音条装上后好像车内就是胎噪共鸣声弄得我耳朵疼,0
有远程启动嘛,1
请问怎么算衰减值的都不到两年车修了四回了想卖又不值钱说是终身质保不用花钱坏这么几次也不是事能不能达到换电池条件打400只有一句我们以售后评估为准如果我买块二手电池包是不就没有终身质保了,0
山东有售后吗车联网怎么可以用,0
提车一个月不到一直快充呲牙呲牙这两周为了省点电费还趁着周末特意零点后充害羞害羞反正都是要熬夜的捂脸捂脸但是前天晚上真的好困出来晚了最近最便宜的站点就四五个好桩子都有人用换去第二便宜的站点还是满员都是网约车师傅呆无辜呆无辜还有五个一时半会走不了的大半挂快哭了快哭了等了快一刻钟才有位置困困休息站里就我一个抠门女司机呲牙呲牙这个月写字楼的包月搞好啦可以停进来了昨晚上就打算好了要停这个离插座最近的车位害羞害羞一到就赶紧把随车充接上了零点后的电费虽然便宜但是免费的更香耶耶记录下第一次慢充,2
90豪华可以选后排娱乐吗,2
这车是油改电吗,0
P400有没有改排气的借鉴一下淘宝货RES挺纠结的,0
想研究生考完试入手一辆二手的有没有大哥可以推荐一下预算大概25左右流泪,0
兄弟们零首付买这车可以吗哈哈哈,2
这几个灯同时亮起来大概是什么原因引起的万能的车友圈们,1
VS7自动挡低配多少钱能落地,1
趁着暑假的尾巴带着家人来一趟说走就走的旅行自驾捷达前往新都桥过了泸定走的是318国道这一趟旅程确实还是挺美的当然这个盘山路实确实太多了对车辆也是一种挑战首先新都桥属于甘孜州属于高原了海拔在三四千米是通往西藏的一条很火的路线了捷达VS7是14T涡轮增压的小排量发动机去之前还是略微有一点担心的实际行驶下来感觉还是可以去玩玩高原地区氧气稀薄车子的动力明显和成都平原地带比要弱一点车子的转速会变高正常5060码的速度转速基本都在以前多转到了高原直接感到两千多转了而且明显油门踩的更深一是高原二可能还是更爬坡有关系动力的话14T高原只是需要多踩点油门爬坡上坎还是没问题满载成人的话可能会更显吃力说完动力再说说驾驶超控上车子转向还是一如既往稳换挡逻辑行车电脑控制好像还是不一样要更高的转速才能换挡我爬坡还是切换成S档位更有力量的感觉转速就拉的更高一点由于是盘上路经常一上坡全是上坡一下坡全是下坡所以S档就用的更多下山的时候下坡挂上S档转速能拉到３０００－４０００发动机嗡嗡响还好这一趟下来车子没抛锚啥毛病没有隔一段路就能看见抛锚路边的具体情况也没下车问反正从几万到三五十万的都有抛锚路边的应该和驾驶也有关系吧至于车方面捷达去高原还是没问题的回程走的高速路由于前段时间暴雨很多路塌方跨掉了所以要去的兄弟还是建议提前规划下路线高原盘山路捷达VS7表现,2
有没有买了一年像我一样才五千公里的,0
15的X70PRO7座可以添加前排座椅通风吗,1
谁知道捷途X90PRO这款车的安全系数咋样我搜了抖音都没有看到碰撞测试还有拆防撞梁视频,0
问一下捷途的朋友我的2024款捷途PRO20尊贵版为什么空调放在自动时制冷效果很好一手动控制风量时就变成出热风了求解,0
问一下捷途车的朋友我的捷途PRO20尊贵版为什么空调自动时制冷效果很好但当手动调节风量时却出热风了求解,0
新车你们都贴什么膜都多少价位的啊,1
捷途大圣小毛病太多太多下次换车在以不要奇瑞车了吗的毛病联二接三,0
为什么不显示了呢,0
空调以上怎么整,0
一开空调就异响怎么整,0
加了两次油545元充电110元现在的表显说实话亏电情况下油耗是比较高的提车20天,0
没车了还挂出来做什么,0
想入手探岳X的330尊贵版现在按揭的话多少合适落地呢谢谢坐标上海,1
上海地区及周边小弟想问一下哪里有探界者20T的现车啊我问了几家4S都说没有现车需要等甚至不愿意接订单现在顶配大概多少钱能全款落地感谢各位18CM的大哥指点一下,1
各位车友你们好请问这个驰界版本的空调开关怎么使用我现在一直处于开着的状态整不明白了怎么关闭,0
这车平时看起来觉得胎噪和风噪有点大有人换过四门夹胶隔音玻璃的吗,0
这车和猛龙二狗是不是同一级别,1
昨天晚上十点左右昆山见一森荫绿的大哥探界者PLUS在高速被追尾了的确够硬前后二十多辆车就大哥车后边凹了一点其他车都基本废了大哥看到不要怪我从高速路上下来加油的黑色探P大哥硬,2
刚看的快充确实对电池不好最近的一项研究是由特斯拉资助的实验室发现长期使用快充会对电池健康产生一定的影响尤其是磷酸铁锂电池都说探P没快充有了也不是好事,0
第一次是刚提车现在跑了1000公里了油不多了加了一箱这1000公里除了加一箱油外共充电1667度每度12元因为没法进单位充都是在隔壁小区充的日常也是智电模式等手续完了以后就在单位充了日常就可以改纯电模式小计里程是最近以智电模式市里通勤的油耗每天往返接近40公里平均时速不到20之前开家里16的油箱也是46升每次加30多升只能跑300多公里平均油耗近9个每周限行开的老V6油耗基本快20个了提车后第二次加油,2
今天从永康走国道到金华城区纯电跑下来能耗在14KWH100KM按照这个能耗可以纯电行驶110多KM超过标定的102KM图二是首保清零后能耗图大家可以参考下个人觉得还算满意最后问下车友们停车后坐在车里吹空调不做任何操作10分钟后系统就出现图三的提示请问有什么办法能关闭自动下电这个功能探界者PLUS5000KM能耗分享,2
这次来俄罗斯🇷🇺吃住行体验真的是一颗星信号时有时无酒店订不到订到了门脸还很隐藏生怕被人知道他们在营业谷歌地图还能鬼使神差的失灵一下下昨晚在小城住了一间青旅前台俄国小帅哥和女朋友正热恋坐在我们房间门口的沙发上聊了一夜你说他就SORRY然后继续热恋继续聊好在下午在公路边遇到一家温暖的餐馆喝了一碗无比难吃但至少是热的俄式红汤可以暖暖胃有多难吃我给你们形容一下啊就像番茄汤里加奶油再撒点茴香叶那味道和印度玛莎拉不相上下脑补空间相当大ANYWAY终于抵达莫斯科明日找桩给车充电好好感受一下这座城市6年来的变化重返巴黎D11科斯特罗马莫斯科,0
这个车是真的很帅尤其是它的前脸视角遗憾的是车身短了一点如果车长能到4850那它的侧影也会非常帅今天跑了一百多公里高速全程智混模式基本都在最高限速速度开了几次全速自适应巡航速度设置在115在这个速度下车道居中保持不可用车道居中好像只能在85以下可用车道保持使用正常弯道也能处理但弯道过大时我还是不敢让系统自动操作智能辅助驾驶不是自动驾驶该自己控制的还得自己控制这是安全原则其实全速自适应巡航和车道保持功能不建议日常经常使用在场景变换时可能给驾驶员带来错觉比如日常长期开着车道保持在有时候没有开启的时候潜意识里还以为系统会自动去修正而疏忽没有及时介入接管而导致危险所以这些功能其实更适合在高速公路长时间行车时用于缓解疲劳而短时间使用而且在使用时双手也一定不能离开方向盘不能放松自己的专注度今天在巡航状态下有一次我双手完全离开了方向盘车子自己降速了还很明显手放回去后恢复了不知道是不是它自身的安全设置我没有再试今天全程智混模式下来的油耗是58升百公里160多公里路程电量消耗大约18觉得很不错了进市区后碰到大雨自动感应雨刷工作状况挺好判断和启动频率的掌握都很准确很OK无需人工介入进地库后拍了张探PLUS穿越风雨后的照片,1
原厂充电桩什么时候才能到8月16交的车,0
马上1000KM了去看了成都车展回来聊聊用车感受我是155KM版本AT胎的车坐标成都限速多少我开多少除非堵车平时基本上纯电在跑偶尔两次没电了高速用智混里程1是我今天跑的能耗今天全程空调26度加座椅通风和音乐额外25分钟的智享空间空调不知道能耗怎么样算多还是算少仅供大家参考充电桩现在也搞好了给大家一个建议一定不要把充电桩蓝牙卡弄掉了真的是麻烦100一张还得找充电桩厂家上汽是不管的捂脸预约充电功能很棒能让我在峰谷电价充电总体来说操控感功能都很爽这价格我觉得还是可以的快1000KM了做个汇报吧,2
纯小白不懂就问混动有两驱四驱之分吗,1
上个帖子说完探索06CDM的优点由于字符有限缺点还没说完就不能写了今天有空也来说说这个车的不足吧个人意见仅供参考1行车记录仪不配备10几万的车不配个行车记录仪也实在是有点抠你让4S点送一个4S就给你搞个99坑多多包邮的给你绑在后视镜上简直就是侮辱客户的智商捂脸他那个前挡风玻璃里面都有位置就是给阉割了2十几万的车不给配个电动副驾着实有点不爽我十几年前买的凯美瑞起码都是电动座椅带加热咱们虽说加热通风按摩不用那么高配起码座椅前后电动调节吧说实话这个车是我的第二台车刚开始还不知道这这车椅子怎么调节最后看店员操作才知道在椅子底下一个铁杆得扣起来推拉跟20年前面包车一样捂脸有点尴尬3这个车在官方直播的时候都有抬头显示到买的时候就两个配置抬头显示也是没有的也被阉割了阉割就阉割吧你是不是来个可选配的呢选配抬头显示选配电动座椅告诉你选配是没有的就是这样的没的选配4后视镜不能手动按键折叠这也是很多车主吐槽的如果你想过车身刚好宽的地方把后视镜折叠下就能通过你想折叠后视镜不好意思折叠不了只有在锁车的时候能折叠这个非常不合理特别是在深圳这样的地方很多停车位非常窄还有很多机械上下立体车位左右就几厘米有时候折叠下后视镜就可以了但是就是没这个功能你得回几次盘子注网上有不知道哪里流传出来的车机系统刷机后屏幕快捷按键里就有折叠按键但是那毕竟不是官方OTA升级有没风险还是不好说没有官方通知还是不建议自己刷机省的后面给自己惹麻烦耐心等待OTA升级5购车4S店套路很多终身质保也是有要求的也就是三大件终身质保不能在4S店脱保养其实也可以理解就是4S到你提车的时候另外给你一个终身质保协议什么玩意乱七八糟一顿输出这不保那不保要想享受其它质保另外购买5800的额外8年的小件质保还不能暴力驾驶什么车晒坏了我就直接说那我停车每次不能停太阳下面每次带个遮阳棚给他遮好了才行总之套路多的很管他呢正常开吧问题太多经常坏以后就不会再考虑国产车买车也靠点运气网上说的车机没信号方向盘抖发动机图标故障高压枪充电直接挂的叫拖车拖走的我这些暂时还没遇到基本满意上次还用高压充电桩充了一次电没啥问题6网上宣传好像说的是SONY音箱反正音箱上面没SONY标识估计不是四个门一个门一个AB柱上一边一个很小的高音喇叭总之就是能响想多好的音效就算了特别是后排音效毕竟车价位在那前仪表台正上面里面应该也是装音箱的好像也是没有给阉割的咱们也没拆开看过听群友们说的7最近还传出现在8月出厂的探索06CDM前后门的装饰全换成了油车探索06的油车风格可以说相当漂亮我们新买的就倒霉了油车的车门很硬派非常漂亮到了探索06CDM就给改的很难看最近网上爆出新出的探索06CDM新的门把手那些跟油车一样我们只能感叹还能干啥背刺老车主哪个品牌都有没办法不急的可以多等等还有就是降价很厉害买早的亏12个W正常吧价格优惠幅度大还是那句话早买早享受晚买享折扣以上基本就这些个人观点仅供参考无任何诋毁的意思仁者见仁智者见智说完探索06CDM优点再来说下缺点,0
1299豪华版的落地能入手吗6月份的车还能不能再谈,0
探路四驱顶配做分期不算利息无置换25落地可以吗,1
探路四驱智驾版6座有必要加装底盘护板吗,1
购买揽境一汽大众的军人购车补贴怎么领取有领取到手的吗,1
22年买的车23615公里后桥漏油22年买的车23615公里后桥漏油,0
去他妈的破车揽境拓境版破车,0
揽境门灯是假的吗,0
揽境拓境版破车22年购买23615公里后桥漏油,0
典范落地200能下来吗,0
车轮旁边这块胶是啥谁知道哪里有,1
揽胜是买1468的再选配好还是直接上高配好,1
请问下各位HSE大神我的前后悬挂有高度差去4S调过一次现在又这样了这个是正常的吗24款HSE空悬问题请教,0
看人家的都是直接可以投到仪表盘上去的为啥我的不行呢车机最新IOS最新高德导航也是最新就是仪表盘上不显示有没有大佬给我解解惑23款极光L高德导航无法投屏,0
我买的是不是有点贵了利息49可以提前还我买的是不是有点贵了利息49可以提前还,0
23880058000180800保险6000上牌1000187800贷150000首付37800月供约3100,1
这车圈是真冷清啊给我整的这车都不敢买,0
有老哥有异地提车的渠道吗湖南4S的价格不是一般的硬,0
车况好的6W公里左右大概啥价位75座都可以20款四驱旗舰版现在大概什么价,1
求购福特全顺新时代长轴中顶接受改装,1
这车两年了不改款的吗,0
福特领域六座精领昂科旗两驱尊贵型因为就想买个六七座的SUV的这俩款车咱们抛开价格那几万差价不说日常使用养车养护什么的那个更人性化一些啊反正挺朋友说领域是比昂科旗难伺候啊哈哈哈本人不咋懂什么养车这些啥啥的请教一下诸位老板们谢谢🙏🙏🙏,0
20款昂科旗轮毂居然掉漆流泪,0
两年多的车轮毂螺丝生锈这种情况厂家理赔吗,0
两年多的昂科旗轮毂螺丝生锈这种情况理赔吗,0
结实但前防撞梁的厚度看起来挺薄刚性和强度应该很好感觉前防撞梁挺薄,0
你们昂科旗现在油耗多少,1
投诉广汽昊铂GT710新能源车投诉广汽新能源汽车这是我被忽悠买了人生第2辆广汽汽车这次购买了广汽昊铂GT710新能源车买车时说免费赠送新能源充电桩因政府原因拆迁小区给不了动工的证明所以多次请求广汽直接给我属于我的充电桩安装自行处理但得到结果都是否决另外车子暂时缺点也公布下驾驶1个月1标准710公里实际估计只有400左右2信号蓝牙会断里面人出不来出现危险真吓人3行驶颠簸路段里面防震特别差4空调效果不咋的5车顶夏天超热旅行路程里面打着遮阳伞实在受不了6前排座椅是硬的刹车孩子装在上面超疼,0
23款710落地15个能买吗,1
试驾发现主驾只有一组记忆副驾有3组这是啥逻辑,0
手套箱一过颠簸路段就自动打开有知道咋整的车友吗这已经是更换过之后的样子了,0
轿车的操控性还是要比MPV好很多的毕竟车小灵活很多提前觉得高配好现在感觉这些按键很复古油耗还是不高好久不开随时上手都是人车合一的感觉还是喜欢老车的按键现在车都集中屏幕上,2
胎压常年25大家呢个人觉得比较经济实用,1
如果钥匙只剩一把机械钥匙了配一把遥控钥匙大概多少价格,1
这星海前脸太像红旗了这星海前脸太像红旗了,2
350450之间电耗1314左右看到内部文件了,1
决赛圈了我该选哪个都有各自的优缺点很纠结小鹏M03优点电池容量大智能化高缺点后排座位太板悬星海S7优点空间大缺点电池杂牌里程严重虚标奕派007优点后排空间舒适缺点有异响轮胎有些吵,0
网上都在说小鹏MONAM03的620KM续航先不谈实际续航里程到底还剩多少但拿个超长续航版本的车型一直在说事儿也挺没劲儿的看看他其他的车型标准版的不也才515KM续航吗还不如星海S7的555KM~另外还有理论上来说星海S7的电耗应该比小鹏MONAM03还要小毕竟星海S7的风阻系数才0191CD而小鹏MONAM03的风阻系数都已经有0194CD了迎风面积越小阻力越小电耗肯定也会更小啊所以说网上那些媒体带节奏真挺没意思的看车还是得看全面好多人都被小鹏MONAM03误导了,0
增程版本也是用智新马赫发动机高功率版本电机200比目前160KW多了40KW相应的电池包电量预计也会增加预测15W左右爱慕增程版本还有高功率版本已经在路上,2
有谁知道车机是8155吗车机芯片是啥,1
191百倍膨胀权益是不是已经没有了,0
这一年有没有限制像别的品牌一年3万公里数,1
几天没来星海车圈这个热度,1
PRO没空悬版本离地间隙多少啊懂车帝也没数据汽车之家写最低点123那不是比007还容易刮,0
现在车企就盯着那国补2万你敢信隔壁的腾势N7反手涨价了我以为就奇瑞反智原来全是屠夫,0
新的OTA来啦有推送的都啥内容😀😀😀,2
老款是不是不生产了昨天去了合肥一个店老款没有新款也没有优惠能卖得动吗,0
ES用买底盘护板不我看到APP商城里还有卖的,0
等待交车😄,2
哪里买星纪元ES25款的最便宜啊还在攒钱中,0
谁知道混动版增程什么时候出,0
今晚发生事故如图骡子质量还是不错的车的质量还是不错的,0
兄弟们23款追风是一体式座椅你们都安装座套了吗这车买座套好麻烦基本上买不到,0
发动机黄灯开车2年多出现过多次了4S店检测只说油箱盖问题中间更换过一次从上月到现在这又连着出现两次了,0
请问北京通州有专修普拉多或越野车的修理厂吗谢谢,1
🚘车型名称比亚迪方程式豹🐆8️⃣🚗价格预测4869万上下超出太多可以选同级别其它车了是不是得给消费者留余地呢🧮新车体验大空间对多功能性家庭用户是一个不错的选项追求智能化➕新能源的也是可以选的越野粉丝也可以试试看搭载的智能系统是不错的选择🚖优点缺点优1️⃣智能化肯定是他的一大亮点以及卖点尤其是跟华为手牵手了智能驾驶肯定安排上2️⃣动力系统比亚迪自己的超级牛皮的混动越野系统参考豹5应该是更上一层楼哈毕竟8️⃣比5️⃣大肯定会有更好的动力和燃油经济性3️⃣空间设计预估会出两种版本的一种6️⃣座和7️⃣座的车型来满足日常出行需求所以说空间大小拭目以待缺1️⃣新的品牌新的车型市场不稳定性太高了哪怕有比亚迪做背书也有很多不可能性需要时间来沉淀但是前狼后虎会有时间嘛难说2️⃣预估售价有点高消费者有点难以抉择啊抠脑壳了哦📉客观建议同级别对比还是有点难哈坦克的700HIT4丰田普拉多这些对手都是前辈打不打得过还两说但是没有那么多爽剧也没有那么多难题干就完了是不是嘛分析一下方程式的豹🐆8️⃣给我的感觉,2
有没有北方的标准版车主说一下夏天的续航如何呀很纠结去看了好几次了,0
各位车友想问问这个车价格可谈吗除了厂家政府给的一些补贴优惠和4S店还有的谈吗,1
RT智己半固态电池没消息了新LS6没光年,0
智己L6喇叭异响去售后刷新了系统无法解决有没有车友和我一样的,0
L6前段时间开启了多个城市的公测于是使用了几次感觉这个城区NOA进步空间还非常大,0
电动车核心的东西就四个电池电机电控和OBC充电机电池是模组加BMS电机就是永磁同步电机电控的核心是功率模块充电机的核心也是功率模块电池供应商最好的是宁德时代上汽的纯电车飞凡和荣威供应商就是时代上汽上汽和宁德时代的合资公司电机国内最好的供应商是华域电动中国第一家造出扁线电机的厂家上汽还有一家合资电机供应商就是联合汽车电子是目前国内中端电机最好的供应商与德国博世合资的电控的功率模块是上汽英飞凌供应你认为英飞凌好不好功率模块的另一家供应商是联合汽车电子用的是博世的模块其实中国最好的三电系统供应商恰恰就是上汽惊不惊喜意不意外我想静静,0
库存一年可以买吗电池会不会有问题90后驱的那款车,0
有买库存的车友吗,1
哪来的优惠北京刚问完什么都没有,0
这是什么车好帅啊,2
HRV劲悦版有自动落锁功能吗,1
这款车全款到底什么价格啊浙江地区劲睿版之前报价全款要14左右,1
车联网APP上行驶数据不更新了卸载重装还是不行大家遇到过这种情况吗怎么解决的,0
在中山小览劲睿版现在全款要什么价位,1
请问一下谁知道怎样返回到网络音乐页面上去播放音乐啊,1
20款卤素想改高配的LED的谁有链接,0
今早送孩子上学发现左前轮没气了胎压监测表示正常晕有点不靠谱不过昨天提示2遍有异常我查看半天也找不到钉子不知道漏气在哪看缺气就自己打点之后一直正常使用以为没事了结果这样考拉车不错就是这轮胎太拉胯了4个万力原厂轮胎基本都出毛病既爱鼓包还不耐磨我已经换了个遍极狐不厚道啊用点好轮胎不行吗胎压报警不管用了,0
S5的708的抗醛苯净味座舱新车有异味吗S5的708的净味座舱新车有异味吗,0
我买过的车算比较多的个人也比较钟情硬派越野SUV之前入手过坦克300后来又买了坦克500现在的极石01也是硬派越野提车已经有半年时间了从下订单到提车差不多两三个月算挺快了对比一下我之前买坦克300交车等了半年坦克500更是用了将近一年极石01这个交车速度算可以的,2
这车的动力性能如何爬坡或者高速上表现怎么样,1
车内储物空间设计合理吗小东西好放吗,1
各位朋友最近有在浙江湖州这里提柯米克实力版或者舒适版的说一下价格想买一辆谢谢,1
肉不肉,0
之前用手机蓝牙听歌后来买了个U盘听歌了用过后听歌卡顿谁能告诉我是什么问题吗2008车机用USB听歌卡顿怎么解决,0
老哥们想收个200820款顶配的现在大概多少钱,1
想问一下各位车友库存三年了的4008用换机油吗,1
问一下各位车友库存三年了的4008用换油水吗,1
4008现在多少落地啊,1
21年9月购入4008GT里程23万公里今年六月开始两天内接连两次正常行驶均在三环线途中突然失去动力然后报各种故障码见下图其中一次甚至无法重新启动车辆被迫叫了救援前后去4S店两次告知程序问题已解决八月份又接连两次出现相同问题第四次进店反馈是变速箱线束问题更换了线束取车两天后第五次出现此故障今天车还在4S店现在突然觉得后怕都不敢想如果是在高速上失去动力会怎么样这破车我简直不想要了目前4S店没给任何赔偿方案请车友支招4008GT三个月内连续五次失去动力,0
谁知道这个图标啥意思高速上岀现两次了,0
23款科技能不能远程启动,1
23款科技的AR不用导航能用吗,0
4008汽油加92还是95道达尔机油除了0W一30C1之外道达尔有没有0W一30C2的机油前几天听到一个武汉法系专修直播间说要么换长城0W一30C2的机油要么道达尔0W一30C2的机油千万不能用道达尔0W一30C1的机油他说这款机油是法系自然吸气才能用在否则百分之百烧机油但是在我印象中长城用的C2道达尔用的C1怎么道达尔又出了C2吗,0
一图是左后轮二三图是右前轮什么时候弄伤的都不知道捂脸京东米其林搜不到相同型号的麻烦今天还准备跑两三百公里告高速轮胎这种刮伤需不需要更换,0
这玩意儿是不是就不用换矩阵大灯了不用花几万块钱了闲鱼有卖竖脸中网的了,0
最小孩离地间隙是多少,1
10多年的小福克斯将毕业期待小狮子的陪伴又一个标致车主即将诞生,2
听说408X要停产了悲哀造孽,0
新16发动机还有烧机油问题吗,0
408X顶配黑色座椅前排一对只有加热功能408X座椅加热,1
408X魅力版中国红已行驶39W公里408X,1
半年用车之感受,1
这个判罚是不是有毛病我的理解是他把5008看成货车了😓捂脸,0
哈喽大家好我是疯子又到疯言疯语的时候了我的爱车是标致23款5008挚爱满座版车机系统是BLUEI30跟目前市面上的新能源比较这套系统还是略显稚嫩但在同期传统燃油车里还算挺智能的首先是我最经常使用的语音功能特别是一个开车忽然要去一个陌生的地方可以直接通过语音功能在行驶中重新规划新的导航路线语音识别能力挺强的不过有时候对发音还是有些要求不足的地方是目前无法支持空调的语音控制以及天窗的语音控制期待后续的OTA吧其次我的爱车也具有丰富的辅助驾驶功能比如我经常触发的AEB功能好几次都让我免于碰撞事故像盲区监测定速巡航以及疲劳驾驶提醒等功能让高速行驶更加安全不足的地方就是目前还不是三代ACC无法自动跟车行驶也没有自动驾驶以及自动泊车这些功能最后想说的是虽然配备了座椅加热功能但南方城市最需要的座椅通风功能却没有着实有些想不明白这个功能现在一些十万级的车型都有配备了还是非常实用的还有远程启动以及远程控制空调这些功能传统燃油车也是可以拥有期待后续迭代车型能够补全这些实用功能吧疯言疯语燃油车里算挺智能的,2
挑战全网节油王,2
未来10年都不会落后或过时的配置,2
打方向的时候卡顿虚位也就算了现在方向杠这个也生锈才两年的车啊真的是小毛病太多,0
21年的桑塔纳两年多一点就出现刹车片抱死方向有虚位方向杆生锈方向盘回正不了方向盘卡顿,0
远看好小的白胖子去崂山玩了一圈回来就受伤了不知道谁的外卖车到了应该一层胶皮一样的东西在车上感觉翼子板抛个光没问题也就算了吧受伤了肇事者跑了,0
求组织另外销售推荐这两个能买吗1新能源车专属险4000多2延保至8年3700刚提车有组织吗😂😂,0
这2款有什么区别可有知道的,1
比亚迪E2营运64万公里数23年8月上的牌大概多少钱呀车况良好,1
各位兄弟买这这车有送充电桩没,1
H1还是H4或者H7🚘车辆情况💸改装清单🔧项目明细📚改装心得T8PRO的大灯是什么型号的,1
24款S90T8智雅这个价格咋样加上保险差不多435W落地全款如果走贷款的话应该还能下2W,1
24款V90前风挡除霜为什么是热风温度显示27度去四S店未解决需要把空调温度调低才能出冷风太麻烦了那位大神知道如何解决谢谢🙏,0
抖音上面沃尔沃XC90打广告说是终身免费保养是真的吗有了解的吗,0
XC90B55座的含利息落地45哪里能谈下来,0
开着空调有细微的滋滋电流声关闭就没有了售后能解决吗,0
是不是尊荣的大本上也不显示涡轮增压只是在功率上显示102,0
今天突然右后门把手弹不出来了自己按了按又好了感觉有点不可思议内心告诉自己克服一下国产品牌崛起不容易发这个帖子纯属跟大家分享一下心得看了圈子里的太多问题只要不是大问题基本都能克服捂脸提车满一个月过一天,2
这是哪个大聪明设计的作品三个圈圈挤那么紧不觉得别扭吗优秀的设计师,0
厦门那个店海豹DM有优惠啊,1
都和华为合作了能不能给海豹OTA个HICAR汉都有HICAR,0
拿车灯当投影仪看电影完全没这需求啊不想花冤枉钱我是其他配置我可能要顶配但唯独这个大灯完全没兴趣这车的投影大灯能不能是选装啊,0
现在竞争这么激烈深蓝S05预热这么久了应该快上市了吧趁着现在的热度早点上市抢市场了动作得加快啊成都车展就应该上市了,2
问个问题啊有懂的给解释一下呗拿S07举例增程版和纯电版重量都差不多为什么纯电行驶时100公里电耗官标增程16纯电版14电机功率是纯电高增程低点增程版也换纯电的电机不好吗百公里电耗也能降低点看了下S05的电机也是这个套路,0
S05音响怎么样也没看到相关介绍隔壁的16音响效果很好,0
插混和增程后期保养哪个保养更便宜如果出故障哪个概率高一点维修便宜,1
买长轴还是普通的求推荐,1
这个车一年保险多少钱,1
网上说这车会出混动的,1
我的不带皮肤只能钓钓鱼啦带皮肤的RANGER,0
你们有那个长城炮24的自动挡换倒挡的时候一冲一下吗新车,0
请问有谁的长城炮24的自动挡换倒挡的时候冲一下有时候冲的厉害可是跑一会又可以了买新车一个星期后才发现的,0
兄弟们我买车的时候不懂没有拖车勾还能合法加装备案不如果能有些啥子手续,0
这辆车一点都不好五六天车门坏了,0
想问下各位大神预算20万可以买20T什么车况的牧马人微笑,1
纯电行驶过后哪怕是开了几公里停车锁车后发动机总是自动启动而且是高转速持续几十秒到一分多钟,0
有没有大佬机油方面给我点建议,1
35怎么改成这个鬼样子以前的35可是风云车型卖二十多万还很抢手呢,0
35怎么越改越丑了,0
个人车出售现代IX3520高配21年520上牌目前1万6千公里没怎么开过原版原漆无事故支持任何检测个人车准备换车了,2
L8低配和中配在纠结不是有钱没钱的事是这28万值吗为了不是自动驾驶主要是主动安全提升的多吗,0
95的电跑了170公里剩下百分之10的电跑180多公里应该没啥问题基本满足183公里的续航,2
请问下现在理想L8广东省补贴16W虽然说还有其他补贴最高到24W但是我估计16W才是最真实的3498W的MAX版本6月已经降过一次了后面还有可能降我想着到时候降价跟现在的补贴会不会最后是一样的价格或者差不多这样就不想继续等了,0
想咨询下大家理想车主这车冬天跑长途高速油耗得多少零下2535度之间油耗多少谢谢各位,1
理想L8成都有啥用优惠,0
银川那边销售说有18的置换补贴但我河南的需要到那边提车这个靠谱吗捂脸,0
坐标福州理想小哥叫我去浙江12W或者海南19W提车有点心动最近好多省补啊,2
